Bulk_2	X1_C01	X1_C02	X1_C03	X1_C08	X1_C15	X1_C17	X1_C18	X1_C19	X1_C22	X1_C23	X1_C27	X1_C29	X1_C30	X1_C31	X1_C34	X1_C37	X1_C38	X1_C40	X1_C41	X1_C42	X1_C49	X1_C51	X1_C61	X1_C65	X1_C67	X1_C75	X1_C81	X2_C03	X2_C05	X2_C06	X2_C07	X2_C10	X2_C14	X2_C15	X2_C16	X2_C18	X2_C19	X2_C21	X2_C22	X2_C23	X2_C25	X2_C27	X2_C29	X2_C34	X2_C42	X2_C49	X2_C51	X2_C53	X2_C55	X2_C56	X2_C57	X2_C59	X2_C63	X2_C64	X2_C67	X2_C69	X2_C70	X2_C71	X2_C72	X2_C73	X2_C74	X2_C75	X2_C79	X2_C86	X2_C87	X2_C95
4921	10.79	0	1.9	0	0	0.86	0	0	0	0	0	0	0	9.63	0	0	0	0	0	20.09	0	0	0	0	10.32	115.44	0	0	0.88	0.65	0	6.78	60.65	0	0	0	0	7.15	55.34	222.56	0	0	8.04	0	0	0	21.42	0	0	0	0	0	0	4.24	359.56	86.59	0	0	46.87	13.09	0	0	0	0	0	4.52	0
4953	24.99	104.71	0	2.02	0	1.01	112.36	38.5	0	1.39	42.27	0	37.12	0	33.79	0	50.54	2.95	0	0	0	0	0	156.78	0	0	192.44	0	13.83	5.36	0	0	134.66	0	0	123.45	0	0	0	124.51	0	0	39.91	0	293.47	12.15	91.6	7.42	0	11.73	3.77	0	961.05	0	15.37	7.2	0	12.71	0	13.41	159.75	11.1	0	0	529.08	4.69	1.75
4958	10.71	0	0	0	0	570.94	0	173.52	0	0	79.81	0	0	0	0	384.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.76	0	0	0	0	0	0	0	0	0	0	0	0	73.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.64	0	0	0	0	0
5016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5047	21.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50509	0	0	0.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0	0	0	0	0	0	0	0	0.81	0	0	0	0	0	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	0.24	0	0	0	0	3.57	0
50615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50856	0	0	0	0	0	0	0	0	0	0	752.36	324.54	0	0	1141.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.49	0	0	0	0	0	0	0	0	0	0	24.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5118	222.89	0	0	0	0	139.42	0	0	0	15.95	0	20.82	0	25.03	0	0	0	0	5.38	32.52	0	12.79	3.56	0	0	0	0	0	417.44	0	0	365.71	298.87	31.78	0	9.87	0	2.21	0	705.99	297.43	7.12	0	0	0	0	83.05	0	5.56	0	248.51	0	0	0	601.58	384.17	140.19	0	0	0	0	0	3.05	0	0	10.69	0
51205	14.34	0	0	3.67	0	0	0	0	636.42	0	1.33	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.74	0	0	20.2	0	0	0	0	0	0	0	390.57	22.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0	0
51222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51310	3.69	0	0	0	0	2.68	0	0	0	0	0	0	0	0	0	0	0	0	0	39.57	0	0	0	0	0	0	0	0	0	7.46	0	0	0	0	0	0	0	0	0	0	0	122.98	6.6	0	0	9.74	0	0	5.43	20.34	4.25	0	0	0	0	39.09	3.46	64.93	0	0	0	0	0	0	0	0	0
51311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51338	17.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51368	46.66	0	0	0	0	0	587.49	4.16	0	0	0	0	95.26	0	0	0	0	0	0	33.1	0	0	35.64	0	0	0	4.72	0	1.65	0	479.19	18.34	0	0	0	87.35	45.15	0	0	0	39.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.06	0	42.72	0	0	0	64.05	0	308.02	0	0
51411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5156	75.35	0	0	0	0	29.44	0.24	0	0	0	0	0	0	12.03	0	0	0	0	0	248.19	0	0	0	0	117.49	68.81	0	0	59.75	0	0	0	0	0	0	0	0	0	58.01	3.48	0	0	25.74	0	0	1.16	77.43	0	254.51	0	22.8	0	0	0	4.95	724.99	0	0	8.27	0	0	0	0	0	0	0	0
5159	12.61	0	345.78	0	0	0	0	0	0	3.9	0	183.22	0	0	0	0	0	0	0	63.78	0	64.32	52.37	0	0	0.6	0	0	0	0	0	55.15	0	0	0	0	0	73.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.22	0	0.39	0	0	0	0	44.83	0
51703	12.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5176	47.88	0	0	0	0	16.3	0	0	0	0	0	0	0	0	0	0	0	0	0	73.1	0	0	6.04	0	0	2102.88	0	0	485.94	0	0	0	129.43	0	0	0	0	0	0	423.61	0	0	84.7	0	0	0	0	0	33.86	0	155.28	0	0	0	129.52	34.52	0	0	0	0	0	0	0	0	0	10.26	0
5213	45.71	0	0	1.78	0	93.04	17.26	1.36	0	0	0	46.08	0	0	0	724.41	57.13	0.84	0	23.51	0	1.75	0	0	0	0	323.85	0	0	0	58.47	0	0	0	53.78	3.94	0.77	0	152.61	0	0	124.88	0	398.65	0	27.37	0	27.79	0	0	0	199.37	0	74.54	0.81	0	130.73	0	0	51.27	0	8.1	0	0	14.53	0	41.82
525	6.3	0	0	0	0	0	0	16.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55	0	0
5284	0	0	0	0	0	0	32.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	19.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5307	2.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5326	1.34	0	0	0	0	0	0.27	0	0	0	0	0	0	0.44	0	0	0	0	0	0	0	2.76	0	68.43	0	2.01	0.31	0	106.32	0	8.43	0	63.83	0	0	0	0.79	37.15	0	233.41	0	0	0	0	0	0	0	0	0	2.37	0	0	0	0	0	22.31	0	1.53	0	1.77	0	0	0	0	0	0	0
5328	30.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455.44	0	0	0	0	0	0	0	0	0	0
5332	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02	0	0	0	0	0	0	313.54	0	0	0	0	80.45	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	0	21.42	0	0	0	0	99.6	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0
5335	0.21	0	0	0	0	0	0	0	0	0	0	0	2.42	0	0	0.35	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43	0	0	0	0	0	0	0	6.12	0	0
5341	10.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38	7.42	0	0	0	0	0	0	0	0	0	0	28.45	0	0	0	0	0	0	5.87	0	0	0	0	13.01	0	0	0	0	0	0	0	0	0	0	0	0	9.9	0	0	0	0	0	0	0	0	0	0	0	0	0
5349	20.31	0	0	0	0	7.45	396.26	226.47	0	185.91	8.54	11.5	84.3	0	8.61	581.92	0	0	0	0	0	0	0	5.45	0	0	0	0	0	343.43	640.69	0	0	307.7	0	368.16	223.26	0	158.08	0	137.97	446.97	0	0	6.42	0	0	242.32	0	0	0	144.22	0	0	0	0	71.37	0	0	59.09	0	11.84	0	289.4	143.34	537	255.3
5350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.09	0	0	14.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5376	109.31	0	899.82	0	63.45	114.05	0	0	0	0	0	0	0	0	0	0	0	0	0	141.65	0	0	0	0	737.66	0	124.69	0	18.04	150.38	0	1	384.56	0	0	0	36.33	64.4	0	373.95	0	0	0	0	0	0	0	0	91.91	0	60.79	0	0	0	267.78	88.39	3.31	0	0	0	0	0	0	50.61	0	0	0
53826	13.35	0	0	0	0	0	52.23	0	0	0	0	87.28	0	57.36	0	0	0	0	0	0	0	0	10.59	0	0	24.75	0	0	0	10.41	0	37.42	0	0	0	0	0	54.08	0	0	0	0	0	0	0	0	217.13	45.08	0	0	0	0	0	0	0	0	60.06	0	0	0	0	0	0	0	0	36.95	0
5396	15.65	0	447.68	0	0	0.75	0	0	0	0	0	5.95	0	0	0	0	0	0	0	0	0	387.75	0	0	0	203.57	0	0	22.59	1.98	0	0	10.75	0	0	0	0	0	82.95	25.12	0	28.77	0	0	0	0	0	0	8.42	0	223.77	0	0	0	11.44	246.82	0	0	0	0	0	0	0	0	0	12.05	0
54020	0.52	0	0	0	0	0	0	56.88	0	0	0	0	1.01	28.13	0	0	0	0	18.41	0	0	0	0	5.57	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0	1.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.61	0	0
5409	7.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.46	0	0	0	0	0	0	0	0	13.35	0	0	0	0	0	0	13.18	0	0	3.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54209	1.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5447	39.79	0	0	0	0	0	21.84	0	0	0	0	0	0	72.32	0	0	0	0	0	27.55	0	35.58	0	0	12.31	8.35	0	0	0	0	0	0	40.81	0	0	362.49	0	8.1	0	31.45	0	29.8	0	0	5.99	46.5	0	0	419.66	0	0	0	0	0	0	0	21.34	0	0	0	15.95	0	2.93	40.69	23.54	16.46	0
54518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54549	0	0	0	0	0	0	0	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.51	0	6.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	15.15	0.53	0	0	0	0	0	0	0	0	0
547	2.86	0	0	1.16	0	2.44	0	0	83.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37	0	0	0	6.59	0	0	0	0	0	0	0	0	0.62	0	0	0	0	0	0	0	0	0	6.68	0	2.9	0	0	0	0	0
5475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2824.72	0	0	0	0	0	0	0	20.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54829	76.27	0	0	0	0	252.62	0	0	0	0	0	0	0	0	0	0	0	0	0	23.03	0	587.24	79.6	0	0	0	0.84	0	1674.61	0	0	0	77.35	16.36	0	0	0	0	0	69.46	0	0	0	0	58.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37	0	0	0
54961	6.09	0	0	0	0	34.58	0	0	292.08	0	0	0	0	0	0	0	0	0	0	0	0	1028.5	0	0	0	0	0	0	0	0	0	0	0	0	0	212.31	0	0	0	1.23	0	2.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.36	96.21	0	0	0	0	0	0	0	0	0
55340	5.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55506	8.53	0	0	0	0	0	0	0	0	2.73	0	0	0	0	5.01	0	0	0	3.05	0	0	0	0	0	0	0	0	0	0	5.59	0	120.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.81	0	0	0	0	12.42	138.22	0	0	0	0	6.42	0	0	0	1.1	0	0	0	0	0
55508	0.92	0	0	0	0	0	0	0	83.87	0	0	0	0.59	5.18	1.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0.24	0	0	0	0	0	0	0	13.1	0	0	0	0	0	0	54.58	0	0	0	0	0	0.88	0	0	0	0	0.22	0	0	0	0	0
5551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55540	4.19	0	0	0	0	0	0	0	0	0	0	0	432.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5569	5.15	0	0	0	0	0	0	0	0	0	0	0	9.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82	0	0	85.69	0	0	0	0	0	0	11.86	0	0	0	0	0	0	0	0	0	0	25.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55713	47.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.35	0	0	0	0	0	0	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357.92	36.8	0	0	0	0	0	0	0	0	0
55740	51.34	0	6.63	0	2.47	32.97	0	44.62	0	69.22	184.94	40.38	60.61	0	1.58	0	55.02	1.05	27.84	168.38	0.19	0	36.1	61.82	0.48	16.69	53.53	6.18	238.86	25.78	132.67	41.77	235.96	0	0.32	4.73	68.75	74.96	274.68	450.92	103.44	0	5.61	18.76	11.36	41.52	28.67	0	66.15	36.31	60.18	226.28	0.83	12.27	40.2	371.86	0	19.57	1470.65	0.25	42.83	1.34	53.55	0	5.22	0	17.71
5580	1.15	0	0	0	0	0	14.07	0	0	0	0	25.96	0	0	0	0	7.69	5.55	66.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.97	0	0	0	0	0	90.53	0	0	0	0
55915	10.33	0	0	0	0	0	0	0	0	0	0	0	10.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96	0	0	0	0	2.33	0	0	0	28.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82	0	0
5616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56944	105.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.88	0	0	0	0	0	613.59	0	0	0	96.16	0	0	0	0	0	0	201.57	0	0	43.04	0	0	0	5.9	0	0	0	0	0	0	36.32	0	213.99	0	0	113.62	0	0	0	0	0	0	0	0
5699	63.78	0	0	0	0	13.21	0	66.45	0	0	0	181.69	0	0	0	0	173.87	0	0	0	0	0	0	0	0	0	0	0	25.82	130.82	0	0	111.65	0	0	24.71	123.9	751.64	0	448.65	0	268.99	0	0	0	0	0	0	0	0	0	0	4.58	0	0	371.48	0	0	355.43	0	0	0	67.64	165.87	0	0	0
57111	8.66	0	0	10.63	0	0	3.47	0	0	0	136.38	91.12	245.86	0	420.65	0	7.44	10.5	2.84	0	0	0	0	0	0	0	0	0	0	310.13	98.16	0	0	5.82	0	0	0	0	0	0	0	0	223.03	0	0	24.21	0	162.11	0	0	0	0	0	0	0	0	0	515.53	0	0	21.28	0	32.35	0	0	0	0
57124	32.53	0	157.98	0	0	0	0	0	0	0	0	70.87	0	0	0	0	0	0	0	115.22	0	0	21.47	0	0	0	0	0	0	0	0	235.37	55.85	0	0	0	0	98.5	0	156.53	0	0	11.46	0	0	0	0	0	0	0	0	0	0	0	6.22	54.98	0	0	0	0	0	0	0	0	0	1.39	0
5732	2.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57333	58.72	0	18.41	0	0	0	0	0	0	0	0	0	0	83.51	0	0	0	0	0	355.66	0	35.4	0	0	0	5.69	0	0	25.52	0	0	0	0	0	1307.88	0	0	0	156.34	0	0	0	0	0	0	0	0	0	5.41	0	0	0	0	0	5.12	50.01	0	0	350.51	0	0	0	0	0	0	0	0
57348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5740	50.36	0	0	0	0	0	0	0	0	0	0	0	0	246.03	0	0	0	0	0	18.63	0	0	0	0	410.47	173.26	0	0	78.35	32.8	0	0	57.16	0	0	0	0	0	1.66	72.34	0	0	0	0	0	2.75	0	0	0	0	1.23	0	59.07	33.12	0.39	96.79	0	0	60.61	0	0	0	0	0	0.89	0	0
5778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57820	166.49	0	0	139.16	0	22.68	0	0	12.71	36.17	0	1111.44	111.6	0	0	34.86	73.92	57.12	0	0	0	0	257.65	330.14	0	0	655.58	0	0	825.62	0	1267.03	0	0	0	23.24	60.67	0	0	0	121.77	0	0	0	273.17	0	422.13	0	0	8.7	0	0	0	0	0	0	0	34.63	0	36.97	0	0	0	10.25	110.29	76.29	0
5788	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	917.5	0	2613.8	0	1.17	41.41	0	0	0	0	0	0	0	3043.63	0	2.14	0	0	1.18	2495.6	0	1817.65	1002.8	0	1486.64	1113.23	3.36	0	14.36	25.4	0	8077.72	0	0	0	0	0	1980.97	0	0	0	0	739.64	2.9	22.92	14.52	0	2.28	0	0	712.44	0	556.85	54.89	711.12	1353.59	4.72	0	32.18	127.09	0	388.84	3.6	17.3	1.4	3198.63	0
5920	99.64	499.45	0	0	301.5	0	5.88	0	0	0	0	93.38	0	41.81	0	0	0	0	0	32.83	0	0	9.71	0	0	465.29	0	0	0	164.75	38.19	0	79.69	0	0	470.27	297.63	148.81	0	194.04	203.02	165.41	0	0	0	57.53	253.59	9.08	482.48	0	0	0	0	0	0	0	0	37.15	0	0	66.46	0	0	0	0	0	0
5999	44.85	0	0	0	0	0	0	0	0	56.6	0	0	0	0	0	0	0	0	0	0	0	0	1.14	0	0	0	0	0	23.18	0	0	34.87	35.47	0	0	0	0	0	200.11	31.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.71	0	0	0	0	0	0	0	0	0	0	0
6004	38.56	0	35.81	44.53	0	1.12	0	122.16	0	37.03	0	129	0	0	0	0	0	0	0	0	0	0	675.07	6.35	0	0	0	0	0.8	0.74	0	92.76	0	0	0	0	171.81	162.44	71	0	0	57.99	16.7	0	0	0	138.37	0	16.93	0	0	0	0	0	0.94	0	0	0	14.22	0	0	5.25	6.72	90.45	0	284.89	0
60489	10.26	0	0	0	0	1.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08	0	0	0	0	0	0	0	0	0	0	0	74.91	2.64	5.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6097	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0	0	0
6291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6297	3.45	0	0	0	0	0	11.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
634	2.88	0	0	0	0	0	62.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6352	3.21	3.24	0	0	0	0	0	0	0	0	3.18	0	0	2.66	0	0	0	0	0	0	0	0	35.54	0	4.76	0	0	0	0	0	0	0	0	0	0	1.41	0	0	0	0	0	0	0	0	0	0	0	0	2.83	0	0	0	0	8.79	0	2.72	0	0	0	0	1.39	0	0	0	0	0	0
6356	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6373	12	0	0	0	0	0	17.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6387	182.82	0	0	0	0	204.48	0	0	0	0	0	0	0	0	0	0	0	0	0	147.55	0	0	0	0	9.5	0	0	0	202.69	64.61	0	0	13.24	0	0	0	0	0	1.35	1.37	0	0	8.2	10.06	0	0	0	0	0	11.24	632.29	0	0	34.51	0	7.93	0	0	0	1.96	0	154.92	0	0	0	0	0
642	35.73	0	0	0	6.58	0	0	0	0	0	0	29.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.32	0	0	0	87.07	0	0	0	0	0	336.39	0	0	0	0	0	0	0
