Bulk_2	X1_C01	X1_C02	X1_C03	X1_C08	X1_C15	X1_C17	X1_C18	X1_C19	X1_C22	X1_C23	X1_C27	X1_C29	X1_C30	X1_C31	X1_C34	X1_C37	X1_C38	X1_C40	X1_C41	X1_C42	X1_C49	X1_C51	X1_C61	X1_C65	X1_C67	X1_C75	X1_C81	X2_C03	X2_C05	X2_C06	X2_C07	X2_C10	X2_C14	X2_C15	X2_C16	X2_C18	X2_C19	X2_C21	X2_C22	X2_C23	X2_C25	X2_C27	X2_C29	X2_C34	X2_C42	X2_C49	X2_C51	X2_C53	X2_C55	X2_C56	X2_C57	X2_C59	X2_C63	X2_C64	X2_C67	X2_C69	X2_C70	X2_C71	X2_C72	X2_C73	X2_C74	X2_C75	X2_C79	X2_C86	X2_C87	X2_C95
1536	7.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1577	0	1.73	0	0	0	0	0	0	0	18.72	16.87	0	0	0	0	0	0	0	0	0	22.65	0	0.51	5.03	0	0	0	0	0	19.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.5	0	0	0	0	0	0	0	0	0	24.22	211.22	11.78	0	0	16.2	0	0	0	0
1580	36.29	61.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.58	0	0	0	0	0	0	0	0	0	0	0	0	5.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.37	0	0	0	0	0	0	0	13.01	0	0	0	383.96	0	0	0
1601	78.58	0	16.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.01	522.39	0	332.82	0	0	705.34	0	0	24.05	0	0	0	0	0	410.03	0	0	0	0	15.67	0	0	12.53	0	0	0	0	110.69	147.23	0	69.98	0	975.17	1363.19	0	65.86	0	0	546.11	0	0	0	0	0	0	0	0
1602	1.07	0	0	0	70.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94	0	0	0	0	0	6.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1672	12.99	0	0	0	64.05	75.09	313.86	0	0	0	45.03	179.95	0	0	0	0	12.64	0	279.17	0	0	0	0	103.14	0	0	0	0	0	473.35	0	0	0	343.54	0	188.06	0	0	0	0	118.67	0	0	0	0	30.01	0	0	0	0	0	0	0	0	0	0	0	93.85	0	0	0	22.48	939.97	0	118.56	103.2	116.59
171017	12.1	0	6.46	0	0	0	0	0	0	0	0	0.04	4.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76	11.33	0	0	0	0	0	0	0	10.9	0	0	0	0	0	0	0	0	0	0	0	0	28.51	0	0	0	0	0	0	0	0
1729	6.79	0.54	0	0	17.81	0	23.4	253.23	12.75	0	1.24	0	76.58	0	0	0	0	0	0	0	0	0	0.57	0.93	0	0	0	0	105.85	0	0	864.73	0	0	76.94	88.05	17.64	0	11.92	0	11	0	0	0	0	24.56	0	0	94.32	124.82	0	0	0	70.9	0	0	78	59.96	84.65	9.57	0	0	0	17.81	105.54	10.2	0
1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1788	7.45	23.03	62.69	140.06	47.76	51.88	47.73	165.91	89.15	25.58	13.21	33.36	49.83	0.71	0	3.76	2.69	13.2	65.65	0	0	0	18.56	209.01	0	3.21	0	2.93	1.51	30.52	95.49	1.21	2.36	0.81	0	85.03	0	0	0	0.24	105.49	0	371.86	1.08	6.04	10.95	88.59	0.56	0	56.31	1.42	14.74	241.1	62.73	0	3.45	163.1	145.64	8.51	74.74	12.23	41.24	5.93	5.35	3.89	9.18	50.66
1805	79.81	0	0	0	0	1.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.93	0	0	0	0	14.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74	0	0	0	0	795.16	0	0	1.81	0	0	0	0	0	0	0	0	0	0	0	0	0
1836	8.98	0.62	0	0	92.71	0	0	0	2.06	0	0	0	0	0	0	0	0	0	0.17	0	0	0	1.55	0	0	0.28	0.43	0	0	161.87	8.2	0	0	4.78	0	57.17	11.34	0	0	0	460.4	0	5.09	0	0	0	0	6.23	0	0	0	0	0	76.24	0	1.85	0	0	0	0	0	61.06	2357.18	0	0	0	0
1842	8.68	0	2.48	0	0	156.26	0	61.65	0	0	0	0	8.02	3.92	0	0	0	0	0	2.3	0	0	31.05	0	118.17	5.79	0	0	80.32	0	0	0	0	0	0	0	0	0	0	1.84	0	0	2.21	0	0	59.03	16.43	0	0	0	0	0	0	0.94	6.85	0	0	0	290.36	0	0	3.82	0	0	0	0	0
1876	58.38	0	0	0	0	0	0	76.01	0	0	28.07	19.39	141.92	0	0	0	0	0	0	0	2.44	29.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.86	0	0	0	31.73	0	231.81	0	0	0	0	0	0	0	0	0	0	16.02	0	0	130.2	50.6	0	566.85	0	0	0	1.61	0
1909	27.54	0	726.28	0	0	0	0	0	0	0	0	13.38	0	0	0	0	0	0	0	0	0	0	243.28	0	0	0	0	0	29.83	0	0	67.49	0	0	0	0	0	174.21	0	0	0	0	0	0	0	0	0	0	0	0	1.82	0	0	0	4.64	0	0	0	0	0	0	0	0	0	0	0	0
196403	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35	0	0	0	0	0	0	0	0	0	12.68	0	0	0	0	0	0	0	0	0	0	0	0	1.92	0	0	0	0	0	0	0	0	0	0	0	0	0	33.76	0	0	1	0
199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2011	0	0	0.79	0	0	0	0.69	0	0	0	0	3.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0.5	0	0	0	0.79	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	1.19	0.64	0	0	0	0	3.86	0	0.55	1.5	0
2030	25.25	0	0	0	0	0	0	65.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.54	0	0	0	0	0	0	5.02	0	0	0	0	4.49	0	30.04	0	0	0	0	0	0	1.32	0	0	0	0	0	0	40.32	0	0	0	0	0	0	0	0	0	0	0	0	0	28.21	0
2115	18.67	0	0	0	0.64	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	193.13	0	1.49	176.41	0	0	0	1.1	0	0	0	0	0	0	38.35	128.02	0	0	0	0	0	0	0	0	0	7.31	1002.68	0	0	0	0	0	7.91	0	0	0	871.6	0	0	0	0	0	0	0	0
2123	80.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.11	0	9.97	0	1255.02	0	0	0	0	58.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.05	0	0	0	0	0	0	0
2124	2.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.44	0	0	0	0	0	0	0	0	0	0
2149	201.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02	0	0	0	0	0	0.75	0	0	51.27	47.06	3.42	2.45	0	144.87	0	0	0.7	0	0	4.86	6.74	0	0	0	0	0	0	0	2.05	11.29	0.72	8.94	0	49.19	0	0	0	0	0	1.44	0	0.73	0	2.39	0	0	0	0.33	0	0
2162	0	0	0	0	0	0	0	11.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2166	0	0	0	0	0	53.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58
2191	216.12	0	0	0	0	0	0	0	0	0	0	0	0	2504.54	0	0	0	0	0	262.81	0	250.17	0	0	0	0	0	0	83.34	87.24	0	0	305.07	0	377.21	0	0	0	0	273.1	0	0	0	0	0	0	0	0	83.41	0	415.68	0	0	0	490.37	921.15	0	0	1351.14	0	0	0	0	0	0	0	0
2200	20.74	0	176.41	0	0	76.27	0	0	0	0	0	0	0	4.08	0	0	0	0	0	65.01	0	0	0.38	0	0	140.84	0	0	0.91	0	0	0.97	17.11	0	0	0	0	0	19.22	69.94	0	0	46.81	0	0	0	1.27	0	0	0	0	0	5.66	143.03	0	105.28	0	0	207.16	0	0	0	0	0	0	0	0
2201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0
2207	44.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	11.4	0	0	0	0	0	0	0	0	18.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.98	0	0	0	24.82	0	0	19.11	0	0	0	0	10.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34	0	0	0	0
2246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2252	1012.02	0	0	0	0	2.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397.71	0	0	3298.35	355.78	0	0	0	0	0	0	0	0	0	0	0	0	13.19	0	0.92	0	0	0	0	1.98	0	0	2777.38	0	26.49	5.59	0	0	59.59	696.68	0	0	0	0	0	0	1.3	0	0	0	0
22836	14.98	0	800.59	0	0	112.05	0	45.26	0	0	0	0	0	403.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.65	24.69	0	0	0	0	9.73	28.43	20	0	0	1.88	0	0	0	0	0	41.89	0	0	0	0	1.62	1680.34	0	0	0.53	0.49	0	0	0	0	0	0	0.61	0
22874	4.25	0	0	0	0	0	0	0	0	0	0	0	4.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.82	0	0	0	0	4.2	0	0	0	4.1	97.48	0	0	0	0	0.58	0.59	0	0	0	0	0	0	0	2	0	43.71	0	0	0	15.64
22903	14.9	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0	7.2	0	0	0	0	4.88	4.27	0	29.21	0	0	0	0	0	0.72	0	0	0	0	121.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22919	62.02	0	33.6	0	63.01	0	0.63	1.62	0	0	24.68	20.83	21.68	0	0	1.02	0	19.93	0	0	1.02	0	0.56	0	0	0	0	0	1.47	14.24	1.96	0	9.06	0	0	107.99	17.4	0	0	1.86	138.59	0	0	0	0	30.77	0	60.06	0.43	206.21	0	0	129.63	0	108.06	12.16	10.85	49.14	0	23.08	0	0.8	0.95	0	0	2.7	17.64
22929	0	0	0	0	0	30.72	0	0	0	0	11.66	0	0	0	0	0	0	13.86	0	0	0	0	3.13	0	0	0	0	1.03	0.64	0	0	0	10.04	0	0	0	7.12	0	0	22.68	1.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.62	0	0	0	0	0.94	0	0	0	0	0	0
22941	0	0	0	0	0	0	0	0	0	0	36.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.01	0	5.26	0	0	139.01	0	0	0	0
23090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23092	0	11.58	0	0	4.64	0	23.67	0	0	0	0	138.54	0	1.6	0	331.07	0	0	72.25	0	0	0	797.08	0.38	0	0	0	0	0	0	87.27	0	0	58.73	0	3.71	35.31	0	13.7	0	0	0	2.38	0	0	52.97	22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42	0
23154	0.92	0	0	0	61.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0.68	0	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.09	0	5.05	0	0	0	0	0	1.01	0
23213	104.27	0	0.96	0	164.8	0	147.9	138.56	1066.18	140.71	35.14	0	19.05	55.48	2.03	743.77	0	6.15	640.33	6.1	0	299.34	0	0	0.99	0	0	0	0	0	34.07	0	364.4	123.88	0	0	51.12	0	21.3	776.99	0	0	1.06	0	1180.35	130.37	182.89	110.43	128.11	0	1365.74	0	0	139.96	0	0.55	0	0	0	0	0	0	0	66.13	0.75	114.83	333.58
2326	10.11	0	0	0	0	0	0	0	19.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23303	0.17	0	0	0	0	0	0.99	0	0	0	0	43.31	2.27	0	0	0	0	0	0	0	0	1363.86	0	279.54	0	0	0	0	0	0	12.55	0	0	8.34	0	0	0	0	0	0	16.72	16.99	0	0	0	150.49	7.74	0	0	0	0	0	0	0	0	0	3.45	49.95	0	0	0.93	76.48	85.55	0	0	0	0
2335	318.12	955.5	520.15	0	0.38	281.42	0.98	0	0	0	0	282.38	0.99	1348.71	0	0	0	0	0	609.31	0	381.97	5307.87	0	2087.87	2265.5	0	0	964.82	21.06	0	4990.28	791.7	0	0	0	0	2434.45	54.92	1599.98	8.07	0	370.41	2.44	7.94	174	28.92	0	562.85	0	1375.49	0	2498.79	418.2	53.2	2039.93	0	0	567.84	0	16.01	0	19.45	0	0	1024.65	0
23394	40.24	0	0	0.86	140.72	57.22	7.87	5.27	0	2.77	213.89	53.99	67.75	1080.46	63.68	0	0	90.73	19.97	262.32	0	35.76	30.35	19.15	0	0	55.34	0	173.04	0	0	0	102.08	0	0.72	0.24	9.6	99.3	0	167.89	65.18	0	18.39	0	7.53	30.75	33.07	0.45	1.67	104.65	0	21.07	0	0	86.8	67.21	0.9	0	22.2	0	79.66	105.07	61.77	0	0	0	16.56
23452	9.56	0	0.49	0	0	0	0	0	0	0	0	0	0	952.84	0	0	0	0	0	119.32	4.15	0	0	0	0	0	0	0	0	0	0	15.62	0	0	377.37	0	0	275.47	0	0	0	0	41.24	0	0	0	0	0	0	0	0	0	0	0	0	46.83	0	0	0	1.39	0	0	0	0	0	8.95	0
23632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23767	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
249	24.14	54.8	0	0	0	0	0	1.65	0	0	2.15	0	0	0	0	0	0	0	0	34.33	0	0	0	0	0	0	0	0	440.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.59	0	0	5.64	0	0	281.42	0	0	0	15.4	0	0	0	1.04	0	10.76	0	137.32	0	0
2524	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2533	12.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2535	3.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.8	0	0.85	0
25803	1.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.63	6.94	0	0	0	0	0	0
25833	12.82	0	0	8.24	0	0	29.76	0	0	597.39	0	0	27.18	0	0	0	56.68	5.81	0	0	0	0	6.86	371.87	0	0	0	0	0	6.06	29.73	0	0	0	0	0	16.38	0	0	0	0	198.4	1.25	0	0	150.47	0	0	0	0	0	33.87	0	0	0	0	0	0	0	0	0	28.05	0	2.07	0	0	71.93
25903	42.42	0	138.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.88	0	12.87	89.04	0	0	0	0	0	0	0	0	1.09	0	0	0	0	0	168.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99	0	0	93.92	0	0	0	0	0	0	81.6	0
25960	1.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26002	0	0	0.63	0	0	10.82	0	0	0	0	0	0	0	352.72	0	0	0	0	0	0	0	0	0	0	79.95	59.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26191	26.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.76	0	0	0	0	0	0	2.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2622	13.97	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	152.36	0	0	0	0	0	0	28.59	0	0	0	0	0	0	0	0	0	0	22.86	0	0	0	0	0	0	0	0	25.54	0
26289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26469	7.68	12.65	327.49	0	0	0	0	0	80.48	0	0	0.77	27.44	0	0	0	0	0	40.72	0	0	0	0	19.91	0	0	0	0	0	0.47	59.48	0	0	0	0	0	1.49	0	0	0	0	6.89	0	0	0	19.82	0	0	0	0	0	0	0	0	106.58	0	0	0	0	0	6.39	55.34	0	0	0	0	0
26585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2669	63.54	0	29.21	0	0	0	0	0	0	0	0	0	0	149.55	0	0	0	0	0	85.1	0	257.43	43.01	0	0	2.33	0	0	67.04	0	0	0	0	0	0	0	22.32	0	0	0	0	0	0	0	0	11.81	0	0	39.67	0	1121.93	0	0	0	0	256.08	0	0	0	0	0	0	0	1.47	0	0.86	0
26873	8.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07	0	0	0	0	0	0	0	0	0	0
27005	12.35	0	0	0	0	0	0	110.12	0	0	0	0	0	0	0	0	0	0	7.18	66.46	0	0	0	0	244.02	0	0	0	9.68	4.37	0	0	0	0	0	9.29	0	0	0	0	111.25	0	3.58	0	0	7.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.25	194.36	0	0	0	0
2705	6.86	0	0	0	0	0	0	0	0	0	0	7.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66	0	0	0	0
27098	13.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.72	0	0	0	0	0	0	0
27134	1.11	0	0	0	68.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.65	0	245.22
27299	7.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.31	0	0	0	0	12.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.57	0	0	0	0	0	0	0	0	0	0	0
2833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2841	1.22	0	0	559.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284119	29.55	0	21.42	0	0	0	0	0	0	0	0	0.96	0	197.45	0	0	0	0	0	71.44	8.79	12.51	0.38	0	19.86	2.44	0	0	152.41	3.14	0	47.5	48.42	0	30.02	0	0	14.36	0	78.19	0	0	9.27	0	0	0	0	37.87	4.61	0	9.09	0	66.45	4.75	26.04	10.51	1.44	0	1.45	0	0	0	1.27	0	0	7.22	0
2875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2956	61.98	0	0	0	36.88	201.72	0	48.23	35.8	2.6	0	33.54	60.43	375.76	10.9	0	0	0	0	0	0.76	0	0	0.54	0	0	13.42	0	254.09	0	218.32	0	0	0	0	29.13	2.95	0	0	0	0	0.74	15.51	151.92	0	3.97	48.56	0	0	400.24	0	0	298.46	0	0	0	87.45	41.58	0	117.05	0	0	3.18	1.53	0	0	4.12
2982	15.23	0	499.74	0	16.25	0	0	280.15	0	0	0	9.13	0	2.22	69.11	0	0	0	0.33	0	0	646.72	239.64	0	0	0	5	0	3.43	0	0	0	0	78.04	0	2.97	104.13	29.88	0	0	55.37	0	0	0	310.08	52.86	0	0	0	0	4.14	0	0	0	0	133.88	0	0	0	0	4.94	42.25	113.26	33.52	33.4	49.84	81.86
29909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
